upload,caption,likes_list,hashtag,location,photo
2020-06-13T04:29:08.000Z,"Ready for Dine In. Bagi #keluargamoju yang akan Dine in di @mojumojuid sekarang sudah bisa. Namun tetap dengan protokol keselamatan yaa, dengan menggunakan masker dan menerapkan physical distancing selama di Gerai, serta jangan lupa membawa hand sanitizers 😊😊•Buka setiap hari⌚️10:00 - 24:00 WIB•Nikmati diskon 20% untuk semua varian menu tanpa limit order.•Let Your Story Completes Us#mojumojuid•#masfotokopi #mbakfotokopi #proudofyourlocalcoffeeshop#proudofindonesiacoffee #coffee #coffeegeek #kopi #coffeelover #IGers #igersindonesia #instacoffee #goodcoffee #caffeinedaily #VSCOcam #VSCOcoffee #squaregrapher #TheTrendyBarista #coffeesesh #coffeeporn #coffee_inst #coffeeshopcorners #explorecoffee #coffeshopsoftheworld",104 likes,#keluargamoju #mojumojuid #masfotokopi #mbakfotokopi #proudofyourlocalcoffeeshop #proudofindonesiacoffee #coffee #coffeegeek #kopi #coffeelover #IGers #igersindonesia #instacoffee #goodcoffee #caffeinedaily #VSCOcam #VSCOcoffee #squaregrapher #TheTrendyBarista #coffeesesh #coffeeporn #coffee_inst #coffeeshopcorners #explorecoffee #coffeshopsoftheworld,https://www.instagram.com/explore/locations/106812507575867/moju-moju-artisan-drink/,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/103085344_660034091215634_1341771137583231987_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=MKKUN9TxFWIAX8dOYud&oh=e394a98b1c95262e3addd730ad33da99&oe=5F3BE27E
2020-06-08T09:50:03.000Z,"Halo Keluarga Moju, bagaimana aktifitas awal minggu ini? Semoga selalu diberi kelancaran. Untuk refresh sejenak, #keluargamoju bisa menikmati menu spesial di @mojumojuid salah satunya Mango Tea Macchiato kesegaran Mango Tea dengan macchiato yang nikmat. 😊 Yuk! •Buka setiap hari⌚️10:00 - 24:00 WIB•Let Your Story Completes Us#mojumojuid #keluargamoju •••#masfotokopi #mbakfotokopi #proudofyourlocalcoffeeshop#proudofindonesiacoffee #coffee #coffeegeek #kopi #coffeelover #IGers #igersindonesia #instacoffee #goodcoffee #caffeinedaily #VSCOcam #VSCOcoffee #squaregrapher #TheTrendyBarista #coffeesesh #coffeeporn #coffee_inst #coffeeshopcorners #explorecoffee",45 likes,#keluargamoju #mojumojuid #keluargamoju #masfotokopi #mbakfotokopi #proudofyourlocalcoffeeshop #proudofindonesiacoffee #coffee #coffeegeek #kopi #coffeelover #IGers #igersindonesia #instacoffee #goodcoffee #caffeinedaily #VSCOcam #VSCOcoffee #squaregrapher #TheTrendyBarista #coffeesesh #coffeeporn #coffee_inst #coffeeshopcorners #explorecoffee,https://www.instagram.com/explore/locations/106812507575867/moju-moju-artisan-drink/,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/102994864_262767511599521_7844651968186481383_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=CTBNlg6hhW8AX_VaPSM&oh=6533a6085ecf1c378cb89548de910d60&oe=5F3CA519
2020-06-05T10:27:26.000Z,Siap untuk berakhir pekan Keluarga Moju semua?? Kini kita hadir lebih lama untuk menyajikan menu terbaik @mojumojuid . Stay safe stay healthy jangan lupa selalu pakai masker dan membawa hand sanitizer.•Buka setiap hari⌚️10:00 - 24:00 WIB•Nikmati diskon 20% untuk semua varian menu tanpa limit order.•Let Your Story Completes Us#mojumojuid #keluargamoju •#coffeeshopoftheworld #coffeeshopcorner #coffeegram #masfotokopi #baristalife #barista #coffee #coffeetime #baristadaily #coffeeshopdesign #coffeelover #coffeeshop #manmakecoffee #dailyinspiration #cycling,60 likes,#mojumojuid #keluargamoju #coffeeshopoftheworld #coffeeshopcorner #coffeegram #masfotokopi #baristalife #barista #coffee #coffeetime #baristadaily #coffeeshopdesign #coffeelover #coffeeshop #manmakecoffee #dailyinspiration #cycling,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/101946874_251744442748876_6564415104352314728_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=arckg5RclccAX-6aamV&oh=3249a84a90f0ca04dcc319ea81d0d43c&oe=5F3C7B33
2020-06-03T04:15:22.000Z,Meski dalam kondisi New Normal tetap bijak dan jaga diri yaa😊. Bagi Keluarga Moju yang masih work from home atau masih #stayathome @mojumojuid kini hadir di @gofoodindonesia @gojekindonesia sekarang memesan @mojumojuid dari rumah jadi lebih mudah dan nyaman 😊•Buka setiap hari.⌚️10:00 - 24:00 WIB•Let Your Story Completes Us#mojumojuid #keluargamoju •#gojek #gofoodsolo,26 likes,#stayathome #mojumojuid #keluargamoju #gojek #gofoodsolo,https://www.instagram.com/explore/locations/106812507575867/moju-moju-artisan-drink/,https://instagram.fcgk4-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/101426422_721166032021400_6304419111407919120_n.jpg?_nc_ht=instagram.fcgk4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=QvG0GaxVImEAX-aUDDK&oh=1409b17fc321fc5d38659331b2e37645&oe=5F3B05ED
2020-06-02T03:02:34.000Z,"Halo Keluarga Moju, semua varian kopi yang ada di @mojumojuid 100% menggunakan BEANS PREMIUM ARABICA. Jadi bagi #keluargamoju semua yang memiliki lambung sensitif, sangat aman dan nyaman untuk mengkonsumsi. Yuk cobain varian kopi @mojumojuid 😁😁•Kita buka setiap hari.⌚️10:00 - 24:00 WIB😊•Nikmati juga diskon 20% untuk semua varian menu tanpa limit order.•Let Your Story Completes Us#mojumojuid",410 views,#keluargamoju #mojumojuid,https://www.instagram.com/explore/locations/106812507575867/moju-moju-artisan-drink/,https://instagram.fcgk4-1.fna.fbcdn.net/v/t50.2886-16/100957088_263593324724386_1693845121750492273_n.mp4?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=OKLTM9tc5rYAX8-5tDC&oe=5F14EE45&oh=2f2db58ad3574cfd154ed59d016f0287
2020-06-01T04:05:01.000Z,"Selain Artisan Drink yang memanjakan lidah #keluargamoju semua, di @mojumojuid juga ada varian toast yang tak kalah enaknya. Yuk cobain. •Buka setiap hari.10:00 - 24:00 WIB•Nikmati diskon 20% untuk semua varian menu tanpa limit order.•Let Your Story Completes Us#mojumojuid•Pic: Strawberry Peanut Butter Toast","1,368 likes",#keluargamoju #mojumojuid,https://www.instagram.com/explore/locations/106812507575867/moju-moju-artisan-drink/,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/101255218_250246239374884_5238499364284532779_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=EFXARFlUWx8AX8bzgFf&oh=9ec49ad5cd702339c1b623a9f81bb4ec&oe=5F3DE6B0
2020-05-30T04:54:47.000Z,"Halo #keluargamoju ada rencana apa di weekend ini?. Mengunjungi gerai @mojumojuid bisa menjadi pilihan yang tepat juga lo, untuk menemani kegiatan Keluarga Moju semua😊•Buka setiap hari.⌚️10:00 - 24:00 WIB•Nikmati diskon 20% untuk semua varian menu tanpa limit order. •Let Your Story Completes Us #mojumojuid",58 likes,#keluargamoju #mojumojuid,https://www.instagram.com/explore/locations/106812507575867/moju-moju-artisan-drink/,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/101005572_656547328234613_8593859815959056077_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Xvenay647ioAX8sR2gk&oh=e701b3061bc7428b3b2526381f780a8b&oe=5F3DE7F4
2020-05-27T08:23:12.000Z,"Halo #keluargamoju bagaimana dengan momen lebaran kemarin?? Semoga #keluargamoju semua selalu dalam suka cita yaa, meski momen Lebaran kemarin terasa berbeda. Namun tenang, @mojumojuid sudah kembali menyapa untuk menemani aktifitas #keluargamoju .•Buka setiap hari.⌚️10:00 - 24:00 WIB•Nikamti diskon 20% untuk semua varian menu tanpa limit order.•Let Your Story Completes Us #mojumojuid•Pic : Jizi Blueberry, dan Mango Tea with Pearl.",36 likes,#keluargamoju #keluargamoju #keluargamoju #mojumojuid,,https://instagram.fcgk4-4.fna.fbcdn.net/v/t51.2885-15/e35/100941390_161416532085025_1887533975455929572_n.jpg?_nc_ht=instagram.fcgk4-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=U9aAYav8O10AX-pvbZC&oh=ba1b6cb78c397ad717e4769461e9b06a&oe=5F3A1C35
2020-05-26T08:36:55.000Z,"Halo #keluargamoju apa kabar?? Semoga selalu dalam kebaikan dan kesehatan☺️☺️ .•Gerai kami sudah kembali buka yaa, dan siap menyajikan menu spesial @mojumojuid .•Buka setiap hari.⌚️10:00 - 24:00 WIB•Nikmati diskon 20% untuk semua varian menu tanpa limit order.•Let Your Story Completes Us#mojumojuid",52 likes,#keluargamoju #mojumojuid,https://www.instagram.com/explore/locations/106812507575867/moju-moju-artisan-drink/,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/100907636_252048462565929_3542747852702379857_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=iNKwHurxvUgAX_iVehi&oh=5b8d56dcb8045cb44169cd5a0e1e7251&oe=5F3BDB02
2020-05-24T00:39:27.000Z,"Teruntuk Keluarga Moju semua, mungkin Lebaran tahun ini terasa berbeda karena pandemi #corona . Ada diantara kita yang mungkin tidak  dapat bertemu keluarga yang jauh di sana. Namun, keluarga tidak selalu dari orang tua yang sama.•Mari saling menguatkan, dan memberi semangat dihari kemenangan ini.•Selamat Hari Raya Idul Fitri 1441 H.•Let Your Story Completes Us#mojumojuid #keluargamoju",371 views,#corona #mojumojuid #keluargamoju,https://www.instagram.com/explore/locations/106812507575867/moju-moju-artisan-drink/,https://instagram.fcgk4-4.fna.fbcdn.net/v/t50.2886-16/100453893_256383342276337_5951848528946141969_n.mp4?_nc_ht=instagram.fcgk4-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=u6V7mD46UXMAX8qh4Sb&oe=5F14DDF1&oh=12c1937cfc75a6a7c744c8459e4b67ca
2020-05-22T10:59:31.000Z,"Selamat libur lebaran #keluargamoju semua, selamat berkumpul dengan keluarga tercinta, tentunya tetap mengikuti anjuran pemerintah dimasa pandemi. Dengan selalu menjaga kebersihan, dan kesehatan.•Sampai jumpa lagi di tanggal 26 Mei yaa. 😄😄•Let Your Story Completes Us#mojumojuid #idulfitri #idulfitri1441h #lebaran",70 likes,#keluargamoju #mojumojuid #idulfitri #idulfitri1441h #lebaran,https://www.instagram.com/explore/locations/228204735/surakarta/,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/98262541_718970918910864_1987950472935362650_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=GQOvaT8GQwwAX8fBamu&oh=eff246e73e8a4016f42cfcf3f605b7d0&oe=5F3B63A9
2020-05-20T10:19:18.000Z,We’re ready to serve!!Untuk #keluargamoju semua yang ingin menikmati menu spesial @mojumojuid untuk berbuka. 😊😊•Nikmati juga diskon 20% untuk semua varian menu tanpa limit order.•Buka setiap hari ⌚️11:00 - 21:00 WIB (selama pandemi)•Let Your Story Complete Us#mojumojuid,27 likes,#keluargamoju #mojumojuid,https://www.instagram.com/explore/locations/106812507575867/moju-moju-artisan-drink/,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/97875682_720810042078370_7116158538076847966_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=w_ILeE96BFYAX_6oRQe&oh=6718dcda4e9599225cd4c8b811daca23&oe=5F3D7119
2020-05-19T10:34:49.000Z,"Santai sejenak dan tetap semangat berpuasa. Sambil menunggu waktu berbuka, yuk pilih minuman @mojumojuid favorit untuk menjadi pendamping menu berbuka hari ini.•Nikmati diskon 20% untuk semua varian menu tanpa limit order.•Buka setiap hari.⌚️11:00 - 21:00 WIB (selama pandemi)•Let Your Story Completes Us#mojumojuid",25 likes,#mojumojuid,https://www.instagram.com/explore/locations/106812507575867/moju-moju-artisan-drink/,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/97328382_158588805676507_7921718454196230325_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=VdvSeyajDNgAX94C4uO&oh=b1f4efee09cbaeb3501a29d9e3c9beb5&oe=5F3D41CF
2020-05-18T09:37:55.000Z,"Tetap sehat dan bugar selama pandemi, #keluargamoju bisa memulai dengan langkah kecil dengan berolahraga di rumah. Atau bersepeda di sekitar rumah juga dapat memberi energi positif untuk menghilangkan jenuh, tentunya tetap memakai masker, dan menjaga jarak ya 😊•Kalau #keluargamoju melakukan aktifitas apa nih, untuk selalu menjaga kesehatan dan kebugaran tubuh?? 😊 yuk cerita. •Let Your Story Completes Us#mojumojuid",50 likes,#keluargamoju #keluargamoju #mojumojuid,https://www.instagram.com/explore/locations/228204735/surakarta/,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/97241857_386794015611208_325454623174453737_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=_L091Rev-goAX_2ei41&oh=97bb81ce26697a5662d0171e7059a0d9&oe=5F3D3BF9
2020-05-17T10:14:26.000Z,Salah satu sudut luar dari gerai @mojumojuid . #keluargamoju semua juga bisa berbuka puasa sambil menikmati suasana sawah yang baru tumbuh. 😊😊•Nikmati diskon 20% untuk semua varian menu tanpa limit order.•Buka setiap hari.⌚️11:00 - 21:00 WIB (selama pandemi)•Let Your Story Completes Us.#mojumojuid,56 likes,#keluargamoju #mojumojuid,https://www.instagram.com/explore/locations/228204735/surakarta/,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/97866796_2570935526345862_7366428084679252556_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Rbi5gQu52MoAX_V_GFq&oh=7a534183466560733c46cd631e2b8326&oe=5F3C533F
